#name undefined
#comment terafly_annotations
#n type x y z radius parent seg_id level mode timestamp TFresindex
54358 2 15520.667 16684.000 3248.997 1.000 54359 0 8680820738548039680 0 0 0
54183 2 15521.333 16684.666 3248.552 1.000 54184 0 8680820738548039680 0 0 0
54179 2 15510.000 16688.223 3254.108 1.000 54180 0 8680820738548039680 0 0 0
54180 2 15513.556 16687.334 3252.552 1.000 54181 0 8680820738548039680 0 0 0
54357 2 15520.000 16686.000 3252.330 1.000 54358 0 8680820738548039680 0 0 0
54176 2 15490.000 16695.777 3260.553 1.000 54177 0 8680820738548039680 0 0 0
54171 2 15471.777 16701.777 3266.332 1.000 54172 0 8680820738548039680 0 0 0
54172 2 15474.444 16700.666 3266.110 1.000 54173 0 8680820738548039680 0 0 0
54170 2 15462.889 16702.223 3268.999 1.000 54171 0 8680820738548039680 0 0 0
54169 2 15461.111 16703.334 3270.110 1.000 54170 0 8680820738548039680 0 0 0
54174 2 15482.000 16697.777 3262.553 1.000 54175 0 8680820738548039680 0 0 0
54173 2 15478.000 16699.777 3264.554 1.000 54174 0 8680820738548039680 0 0 0
54175 2 15486.000 16696.223 3262.109 1.000 54176 0 8680820738548039680 0 0 0
54178 2 15500.667 16692.000 3256.998 1.000 54179 0 8680820738548039680 0 0 0
54177 2 15495.333 16694.000 3259.664 1.000 54178 0 8680820738548039680 0 0 0
54367 2 15550.667 16662.666 3236.329 1.000 54368 0 8680820738548039680 0 0 0
54368 2 15556.223 16660.223 3234.328 1.000 54369 0 8680820738548039680 0 0 0
54369 2 15561.777 16660.000 3234.106 1.000 54370 0 8680820738548039680 0 0 0
54363 2 15532.667 16670.445 3238.551 1.000 54364 0 8680820738548039680 0 0 0
54364 2 15534.667 16668.666 3238.329 1.000 54365 0 8680820738548039680 0 0 0
54362 2 15531.333 16673.555 3240.107 1.000 54363 0 8680820738548039680 0 0 0
54361 2 15528.667 16676.000 3240.996 1.000 54362 0 8680820738548039680 0 0 0
54365 2 15542.000 16666.223 3238.107 1.000 54366 0 8680820738548039680 0 0 0
54366 2 15547.333 16665.334 3236.329 1.000 54367 0 8680820738548039680 0 0 0
54370 2 15567.777 16659.777 3232.328 1.000 54371 0 8680820738548039680 0 0 0
54371 2 15569.333 16659.334 3232.328 1.000 54372 0 8680820738548039680 0 0 0
54372 2 15572.667 16656.666 3232.328 1.000 54373 0 8680820738548039680 0 0 0
54280 2 15618.444 16342.444 3086.313 1.000 54281 0 8680820738548039680 0 0 0
54281 2 15623.333 16337.556 3086.536 1.000 54282 0 8680820738548039680 0 0 0
54282 2 15624.889 16336.223 3087.647 1.000 54283 0 8680820738548039680 0 0 0
54276 2 15602.667 16347.333 3082.313 1.000 54277 0 8680820738548039680 0 0 0
54277 2 15607.777 16348.000 3082.535 1.000 54278 0 8680820738548039680 0 0 0
54278 2 15613.333 16347.333 3084.313 1.000 54279 0 8680820738548039680 0 0 0
54279 2 15615.333 16345.556 3084.535 1.000 54280 0 8680820738548039680 0 0 0
54283 2 15628.000 16336.000 3088.314 1.000 54284 0 8680820738548039680 0 0 0
54284 2 15635.333 16336.667 3088.314 1.000 54285 0 8680820738548039680 0 0 0
54285 2 15637.556 16337.777 3088.980 1.000 54286 0 8680820738548039680 0 0 0
54286 2 15641.111 16338.223 3090.981 1.000 54287 0 8680820738548039680 0 0 0
54287 2 15644.000 16342.667 3093.647 1.000 54288 0 8680820738548039680 0 0 0
54288 2 15647.333 16344.000 3094.981 1.000 54289 0 8680820738548039680 0 0 0
54289 2 15653.111 16343.777 3096.981 1.000 54290 0 8680820738548039680 0 0 0
54291 2 15658.444 16338.667 3098.537 1.000 54292 0 8680820738548039680 0 0 0
54290 2 15654.667 16342.444 3098.093 1.000 54291 0 8680820738548039680 0 0 0
54294 2 15662.889 16336.667 3100.315 1.000 54295 0 8680820738548039680 0 0 0
54292 2 15662.000 16338.000 3100.315 1.000 -1 0 8680820738548039680 0 0 0
54293 2 15662.000 16338.000 3100.315 1.000 54294 0 8680820738548039680 0 0 0
54295 2 15668.000 16336.000 3100.315 1.000 54296 0 8680820738548039680 0 0 0
54296 2 15671.333 16336.667 3100.315 1.000 54297 0 8680820738548039680 0 0 0
54297 2 15674.667 16339.333 3100.315 1.000 54298 0 8680820738548039680 0 0 0
54298 2 15676.223 16339.777 3100.315 1.000 54299 0 8680820738548039680 0 0 0
54299 2 15684.000 16340.000 3100.315 1.000 54300 0 8680820738548039680 0 0 0
54300 2 15690.223 16338.223 3100.315 1.000 54301 0 8680820738548039680 0 0 0
54301 2 15697.777 16337.777 3100.315 1.000 54302 0 8680820738548039680 0 0 0
54302 2 15702.223 16336.223 3100.315 1.000 54303 0 8680820738548039680 0 0 0
54303 2 15710.000 16336.000 3102.315 1.000 54304 0 8680820738548039680 0 0 0
54305 2 15728.000 16340.223 3100.537 1.000 54306 0 8680820738548039680 0 0 0
54304 2 15722.223 16339.777 3102.315 1.000 54305 0 8680820738548039680 0 0 0
54353 2 15720.444 16422.445 3130.318 1.000 54354 0 8680820738548039680 0 0 0
54351 2 15723.556 16419.334 3128.540 1.000 54352 0 8680820738548039680 0 0 0
54350 2 15726.223 16418.223 3128.318 1.000 54351 0 8680820738548039680 0 0 0
54352 2 15722.000 16420.666 3129.651 1.000 54353 0 8680820738548039680 0 0 0
54306 2 15732.223 16341.777 3100.315 1.000 54307 0 8680820738548039680 0 0 0
54307 2 15742.000 16344.000 3100.315 1.000 54308 0 8680820738548039680 0 0 0
54308 2 15750.000 16344.000 3102.315 1.000 54309 0 8680820738548039680 0 0 0
54309 2 15759.777 16344.000 3102.537 1.000 54310 0 8680820738548039680 0 0 0
54310 2 15765.777 16344.223 3104.315 1.000 54311 0 8680820738548039680 0 0 0
54311 2 15767.333 16344.667 3104.315 1.000 54312 0 8680820738548039680 0 0 0
54247 2 15776.889 16362.667 3102.982 1.000 54248 0 8680820738548039680 0 0 0
54246 2 15779.333 16364.667 3102.315 1.000 54247 0 8680820738548039680 0 0 0
54312 2 15769.333 16346.667 3104.315 1.000 54313 0 8680820738548039680 0 0 0
54313 2 15770.667 16351.333 3104.315 1.000 54314 0 8680820738548039680 0 0 0
54316 2 15770.667 16351.333 3104.315 1.000 54317 0 8680820738548039680 0 0 0
54317 2 15768.223 16351.777 3107.205 1.000 54318 0 8680820738548039680 0 0 0
54314 2 15773.333 16354.667 3104.315 1.000 54315 0 8680820738548039680 0 0 0
54248 2 15774.000 16362.000 3104.315 1.000 -1 0 8680820738548039680 0 0 0
54315 2 15774.000 16362.000 3104.315 1.000 -1 0 8680820738548039680 0 0 0
54318 2 15768.000 16352.000 3110.316 1.000 54319 0 8680820738548039680 0 0 0
54319 2 15769.333 16352.223 3112.760 1.000 54320 0 8680820738548039680 0 0 0
54320 2 15769.777 16352.889 3113.649 1.000 54321 0 8680820738548039680 0 0 0
54321 2 15769.333 16356.000 3115.650 1.000 54322 0 8680820738548039680 0 0 0
54322 2 15768.223 16358.223 3116.316 1.000 54323 0 8680820738548039680 0 0 0
54323 2 15767.777 16361.111 3116.983 1.000 54324 0 8680820738548039680 0 0 0
54245 2 15782.667 16375.333 3102.315 1.000 54246 0 8680820738548039680 0 0 0
54244 2 15785.556 16380.444 3104.315 1.000 54245 0 8680820738548039680 0 0 0
54243 2 15787.333 16382.667 3104.315 1.000 54244 0 8680820738548039680 0 0 0
54242 2 15788.667 16387.334 3104.315 1.000 54243 0 8680820738548039680 0 0 0
54241 2 15790.000 16389.334 3104.982 1.000 54242 0 8680820738548039680 0 0 0
54240 2 15791.556 16390.666 3106.093 1.000 54241 0 8680820738548039680 0 0 0
54239 2 15795.556 16394.445 3106.315 1.000 54240 0 8680820738548039680 0 0 0
54238 2 15797.333 16396.666 3106.315 1.000 54239 0 8680820738548039680 0 0 0
54237 2 15798.667 16401.334 3106.315 1.000 54238 0 8680820738548039680 0 0 0
54236 2 15800.444 16403.555 3106.315 1.000 54237 0 8680820738548039680 0 0 0
54235 2 15810.444 16413.334 3106.538 1.000 54236 0 8680820738548039680 0 0 0
54234 2 15815.333 16414.666 3108.316 1.000 54235 0 8680820738548039680 0 0 0
54233 2 15818.889 16417.334 3110.094 1.000 54234 0 8680820738548039680 0 0 0
54232 2 15823.111 16418.666 3110.538 1.000 54233 0 8680820738548039680 0 0 0
54231 2 15825.556 16420.666 3112.094 1.000 54232 0 8680820738548039680 0 0 0
54230 2 15827.333 16422.666 3112.316 1.000 54231 0 8680820738548039680 0 0 0
54324 2 15766.667 16362.889 3118.094 1.000 54325 0 8680820738548039680 0 0 0
54325 2 15764.223 16368.223 3118.317 1.000 54326 0 8680820738548039680 0 0 0
54326 2 15764.000 16371.777 3118.539 1.000 54327 0 8680820738548039680 0 0 0
54329 2 15762.444 16381.777 3120.984 1.000 54330 0 8680820738548039680 0 0 0
54331 2 15752.889 16382.667 3122.539 1.000 54332 0 8680820738548039680 0 0 0
54332 2 15751.333 16385.555 3124.095 1.000 54333 0 8680820738548039680 0 0 0
54330 2 15759.777 16382.000 3122.095 1.000 54331 0 8680820738548039680 0 0 0
54333 2 15748.667 16388.666 3124.317 1.000 54334 0 8680820738548039680 0 0 0
54335 2 15749.777 16397.555 3123.650 1.000 54336 0 8680820738548039680 0 0 0
54334 2 15748.223 16393.777 3124.317 1.000 54335 0 8680820738548039680 0 0 0
54346 2 15736.889 16421.334 3124.540 1.000 54347 0 8680820738548039680 0 0 0
54348 2 15734.000 16418.223 3126.540 1.000 54349 0 8680820738548039680 0 0 0
54347 2 15735.111 16418.666 3126.095 1.000 54348 0 8680820738548039680 0 0 0
54345 2 15738.223 16421.777 3124.317 1.000 54346 0 8680820738548039680 0 0 0
54344 2 15743.777 16422.000 3124.095 1.000 54345 0 8680820738548039680 0 0 0
54336 2 15750.223 16401.777 3122.317 1.000 54337 0 8680820738548039680 0 0 0
54337 2 15750.667 16403.334 3122.317 1.000 54338 0 8680820738548039680 0 0 0
54338 2 15753.333 16406.666 3122.317 1.000 54339 0 8680820738548039680 0 0 0
54339 2 15754.000 16410.000 3122.317 1.000 54340 0 8680820738548039680 0 0 0
54340 2 15753.333 16413.334 3122.317 1.000 54341 0 8680820738548039680 0 0 0
54343 2 15746.667 16422.000 3122.984 1.000 54344 0 8680820738548039680 0 0 0
54341 2 15750.000 16420.000 3122.317 1.000 54342 0 8680820738548039680 0 0 0
54342 2 15749.111 16421.111 3122.317 1.000 54343 0 8680820738548039680 0 0 0
54349 2 15729.777 16418.000 3128.095 1.000 54350 0 8680820738548039680 0 0 0
54327 2 15764.000 16378.000 3120.317 1.000 54328 0 8680820738548039680 0 0 0
54328 2 15763.333 16381.111 3120.539 1.000 54329 0 8680820738548039680 0 0 0
54354 2 15716.667 16426.445 3130.540 1.000 54355 0 8680820738548039680 0 0 0
54355 2 15716.223 16427.334 3130.985 1.000 54356 0 8680820738548039680 0 0 0
54356 2 15716.000 16428.000 3132.318 1.000 -1 0 8680820738548039680 0 0 0
54227 2 15830.667 16446.666 3114.316 1.000 54228 0 8680820738548039680 0 0 0
54226 2 15826.667 16454.666 3114.316 1.000 54227 0 8680820738548039680 0 0 0
54225 2 15825.333 16459.555 3116.094 1.000 54226 0 8680820738548039680 0 0 0
54223 2 15818.889 16470.666 3116.539 1.000 54224 0 8680820738548039680 0 0 0
54224 2 15821.111 16469.111 3116.316 1.000 54225 0 8680820738548039680 0 0 0
54229 2 15831.777 16438.223 3112.316 1.000 54230 0 8680820738548039680 0 0 0
54228 2 15832.000 16443.334 3112.983 1.000 54229 0 8680820738548039680 0 0 0
54212 2 15788.444 16500.666 3132.096 1.000 54213 0 8680820738548039680 0 0 0
54211 2 15785.333 16503.334 3134.318 1.000 54212 0 8680820738548039680 0 0 0
54210 2 15782.667 16504.666 3136.319 1.000 54211 0 8680820738548039680 0 0 0
54209 2 15779.333 16511.334 3140.319 1.000 54210 0 8680820738548039680 0 0 0
54208 2 15776.667 16512.666 3142.319 1.000 54209 0 8680820738548039680 0 0 0
54207 2 15776.223 16513.555 3142.986 1.000 54208 0 8680820738548039680 0 0 0
54206 2 15776.000 16518.666 3145.653 1.000 54207 0 8680820738548039680 0 0 0
54205 2 15775.777 16523.111 3146.986 1.000 54206 0 8680820738548039680 0 0 0
54203 2 15769.556 16526.223 3151.653 1.000 54204 0 8680820738548039680 0 0 0
54204 2 15772.000 16525.334 3148.987 1.000 54205 0 8680820738548039680 0 0 0
54202 2 15768.667 16526.889 3152.098 1.000 54203 0 8680820738548039680 0 0 0
54201 2 15765.556 16531.334 3152.542 1.000 54202 0 8680820738548039680 0 0 0
54222 2 15818.000 16472.666 3117.650 1.000 54223 0 8680820738548039680 0 0 0
54221 2 15817.333 16477.334 3118.317 1.000 54222 0 8680820738548039680 0 0 0
54219 2 15813.333 16485.111 3120.539 1.000 54220 0 8680820738548039680 0 0 0
54215 2 15802.889 16490.666 3124.540 1.000 54216 0 8680820738548039680 0 0 0
54217 2 15808.000 16489.334 3122.984 1.000 54218 0 8680820738548039680 0 0 0
54216 2 15807.111 16489.777 3123.650 1.000 54217 0 8680820738548039680 0 0 0
54218 2 15810.444 16486.666 3122.095 1.000 54219 0 8680820738548039680 0 0 0
54213 2 15799.556 16495.334 3126.540 1.000 54214 0 8680820738548039680 0 0 0
54214 2 15801.333 16493.555 3126.095 1.000 54215 0 8680820738548039680 0 0 0
54220 2 15814.667 16480.889 3120.095 1.000 54221 0 8680820738548039680 0 0 0
54200 2 15762.667 16532.889 3154.098 1.000 54201 0 8680820738548039680 0 0 0
54199 2 15762.000 16535.334 3154.987 1.000 54200 0 8680820738548039680 0 0 0
54410 2 15726.444 16576.666 3174.100 1.000 54411 0 8680820738548039680 0 0 0
54409 2 15723.333 16581.111 3174.545 1.000 54410 0 8680820738548039680 0 0 0
54408 2 15720.444 16584.445 3176.323 1.000 54409 0 8680820738548039680 0 0 0
54400 2 15693.556 16600.223 3189.657 1.000 54401 0 8680820738548039680 0 0 0
54397 2 15687.111 16611.334 3192.102 1.000 54398 0 8680820738548039680 0 0 0
54399 2 15692.667 16600.889 3190.102 1.000 54400 0 8680820738548039680 0 0 0
54398 2 15689.333 16607.334 3190.324 1.000 54399 0 8680820738548039680 0 0 0
54403 2 15702.444 16592.666 3184.101 1.000 54404 0 8680820738548039680 0 0 0
54402 2 15699.556 16595.334 3184.546 1.000 54403 0 8680820738548039680 0 0 0
54405 2 15708.889 16590.223 3180.990 1.000 54406 0 8680820738548039680 0 0 0
54404 2 15707.111 16591.334 3182.101 1.000 54405 0 8680820738548039680 0 0 0
54407 2 15716.889 16586.666 3176.545 1.000 54408 0 8680820738548039680 0 0 0
54406 2 15713.556 16589.334 3178.545 1.000 54407 0 8680820738548039680 0 0 0
54401 2 15696.000 16599.334 3186.990 1.000 54402 0 8680820738548039680 0 0 0
54391 2 15660.667 16624.666 3202.325 1.000 54392 0 8680820738548039680 0 0 0
54390 2 15658.000 16627.334 3202.992 1.000 54391 0 8680820738548039680 0 0 0
54386 2 15634.889 16632.223 3210.993 1.000 54387 0 8680820738548039680 0 0 0
54387 2 15641.333 16632.000 3209.659 1.000 54388 0 8680820738548039680 0 0 0
54388 2 15648.000 16631.777 3206.548 1.000 54389 0 8680820738548039680 0 0 0
54389 2 15650.444 16630.666 3206.104 1.000 54390 0 8680820738548039680 0 0 0
54385 2 15630.444 16636.666 3214.104 1.000 54386 0 8680820738548039680 0 0 0
54394 2 15674.000 16619.334 3196.991 1.000 54395 0 8680820738548039680 0 0 0
54395 2 15676.889 16616.666 3194.547 1.000 54396 0 8680820738548039680 0 0 0
54392 2 15665.556 16623.334 3200.547 1.000 54393 0 8680820738548039680 0 0 0
54393 2 15668.000 16620.666 3199.658 1.000 54394 0 8680820738548039680 0 0 0
54396 2 15681.333 16615.334 3194.324 1.000 54397 0 8680820738548039680 0 0 0
54198 2 15762.000 16538.666 3157.654 1.000 54199 0 8680820738548039680 0 0 0
54197 2 15761.777 16542.445 3159.654 1.000 54198 0 8680820738548039680 0 0 0
54196 2 15760.667 16544.666 3160.321 1.000 54197 0 8680820738548039680 0 0 0
54190 2 15750.889 16558.666 3164.543 1.000 54191 0 8680820738548039680 0 0 0
54192 2 15754.667 16554.889 3164.099 1.000 54193 0 8680820738548039680 0 0 0
54191 2 15753.111 16557.111 3164.321 1.000 54192 0 8680820738548039680 0 0 0
54194 2 15759.333 16550.000 3161.654 1.000 54195 0 8680820738548039680 0 0 0
54193 2 15756.667 16552.445 3162.543 1.000 54194 0 8680820738548039680 0 0 0
54195 2 15760.000 16547.777 3160.543 1.000 54196 0 8680820738548039680 0 0 0
54187 2 15745.556 16565.334 3166.544 1.000 54188 0 8680820738548039680 0 0 0
54185 2 15742.000 16568.000 3168.322 1.000 54186 0 8680820738548039680 0 0 0
54414 2 15742.000 16568.000 3168.322 1.000 -1 0 8680820738548039680 0 0 0
54186 2 15743.333 16567.334 3168.100 1.000 54187 0 8680820738548039680 0 0 0
54412 2 15732.667 16572.666 3172.322 1.000 54413 0 8680820738548039680 0 0 0
54413 2 15734.000 16572.223 3172.100 1.000 54414 0 8680820738548039680 0 0 0
54411 2 15729.556 16575.334 3172.544 1.000 54412 0 8680820738548039680 0 0 0
54189 2 15749.333 16561.555 3166.099 1.000 54190 0 8680820738548039680 0 0 0
54188 2 15747.556 16563.555 3166.322 1.000 54189 0 8680820738548039680 0 0 0
54379 2 15605.111 16647.777 3223.661 1.000 54380 0 8680820738548039680 0 0 0
54380 2 15606.889 16646.666 3222.549 1.000 54381 0 8680820738548039680 0 0 0
54382 2 15616.444 16643.777 3218.994 1.000 54383 0 8680820738548039680 0 0 0
54383 2 15626.000 16640.223 3216.104 1.000 54384 0 8680820738548039680 0 0 0
54381 2 15611.333 16646.000 3221.660 1.000 54382 0 8680820738548039680 0 0 0
54378 2 15600.667 16648.666 3224.327 1.000 54379 0 8680820738548039680 0 0 0
54384 2 15628.000 16639.334 3214.993 1.000 54385 0 8680820738548039680 0 0 0
59274 3 16134.000 15408.333 3089.333 1.000 59275 0 8680820738548039680 0 0 0
59275 3 16134.667 15409.223 3088.889 1.000 59276 0 8680820738548039680 0 0 0
59273 3 16132.333 15407.000 3090.333 1.000 59274 0 8680820738548039680 0 0 0
59277 3 16139.333 15413.000 3086.333 1.000 59278 0 8680820738548039680 0 0 0
59278 3 16142.000 15413.889 3085.889 1.000 59279 0 8680820738548039680 0 0 0
59279 3 16144.111 15414.000 3085.111 1.000 59280 0 8680820738548039680 0 0 0
59280 3 16145.667 15414.333 3085.000 1.000 59281 0 8680820738548039680 0 0 0
59285 3 16157.667 15417.000 3080.667 1.000 59286 0 8680820738548039680 0 0 0
59282 3 16152.333 15416.000 3082.333 1.000 59283 0 8680820738548039680 0 0 0
59283 3 16155.333 15416.000 3081.333 1.000 59284 0 8680820738548039680 0 0 0
59284 3 16156.667 15416.333 3081.000 1.000 59285 0 8680820738548039680 0 0 0
59287 3 16159.111 15421.556 3078.667 1.000 59288 0 8680820738548039680 0 0 0
59288 3 16159.444 15421.889 3078.333 1.000 59289 0 8680820738548039680 0 0 0
59286 3 16158.667 15419.223 3079.889 1.000 59287 0 8680820738548039680 0 0 0
59281 3 16149.777 15415.889 3083.667 1.000 59282 0 8680820738548039680 0 0 0
59276 3 16135.444 15411.556 3088.000 1.000 59277 0 8680820738548039680 0 0 0
49284 3 16264.000 15377.333 3078.271 1.000 49285 0 8680820738548039680 0 0 0
49283 3 16265.333 15373.333 3080.049 1.000 49284 0 8680820738548039680 0 0 0
49382 3 16246.133 15410.687 3094.025 1.000 49383 0 8680820738548039680 0 0 0
49381 3 16244.670 15409.354 3095.703 1.000 49382 0 8680820738548039680 0 0 0
49380 3 16244.696 15407.588 3097.002 1.000 49381 0 8680820738548039680 0 0 0
49398 3 16248.254 15421.828 3078.476 1.000 49399 0 8680820738548039680 0 0 0
49274 3 16250.255 15421.271 3078.270 1.000 49275 0 8680820738548039680 0 0 0
49397 3 16250.431 15416.639 3081.682 1.000 49398 0 8680820738548039680 0 0 0
49396 3 16250.390 15416.126 3082.221 1.000 49397 0 8680820738548039680 0 0 0
49395 3 16250.694 15415.686 3083.139 1.000 49396 0 8680820738548039680 0 0 0
49391 3 16250.850 15412.774 3087.189 1.000 49392 0 8680820738548039680 0 0 0
49390 3 16249.963 15413.431 3087.365 1.000 49391 0 8680820738548039680 0 0 0
49393 3 16251.283 15414.076 3084.366 1.000 49394 0 8680820738548039680 0 0 0
49394 3 16251.063 15415.326 3083.500 1.000 49395 0 8680820738548039680 0 0 0
49392 3 16251.144 15412.858 3086.845 1.000 49393 0 8680820738548039680 0 0 0
49389 3 16249.204 15414.848 3088.906 1.000 49390 0 8680820738548039680 0 0 0
49387 3 16248.005 15414.275 3089.658 1.000 49388 0 8680820738548039680 0 0 0
49388 3 16248.237 15414.762 3089.398 1.000 49389 0 8680820738548039680 0 0 0
49386 3 16248.675 15412.412 3090.760 1.000 49387 0 8680820738548039680 0 0 0
49384 3 16247.704 15412.395 3091.651 1.000 49385 0 8680820738548039680 0 0 0
49383 3 16247.063 15412.034 3092.852 1.000 49384 0 8680820738548039680 0 0 0
49385 3 16248.499 15412.182 3091.019 1.000 49386 0 8680820738548039680 0 0 0
49339 3 16231.386 15357.656 3112.871 1.000 49340 0 8680820738548039680 0 0 0
49340 3 16232.646 15359.466 3112.039 1.000 49341 0 8680820738548039680 0 0 0
49349 3 16241.261 15379.939 3105.910 1.000 49350 0 8680820738548039680 0 0 0
49350 3 16240.989 15380.395 3105.879 1.000 49351 0 8680820738548039680 0 0 0
49352 3 16241.288 15382.460 3105.890 1.000 49353 0 8680820738548039680 0 0 0
49345 3 16241.466 15373.235 3107.182 1.000 49346 0 8680820738548039680 0 0 0
49346 3 16242.032 15374.658 3107.017 1.000 49347 0 8680820738548039680 0 0 0
49348 3 16241.339 15377.819 3106.043 1.000 49349 0 8680820738548039680 0 0 0
49347 3 16241.896 15375.686 3107.073 1.000 49348 0 8680820738548039680 0 0 0
49351 3 16239.692 15381.163 3106.026 1.000 49352 0 8680820738548039680 0 0 0
49361 3 16238.963 15393.837 3102.908 1.000 49362 0 8680820738548039680 0 0 0
49362 3 16238.345 15394.156 3102.853 1.000 49363 0 8680820738548039680 0 0 0
49375 3 16240.492 15406.313 3099.733 1.000 49376 0 8680820738548039680 0 0 0
49376 3 16241.484 15407.193 3099.119 1.000 49377 0 8680820738548039680 0 0 0
49377 3 16242.119 15407.519 3099.031 1.000 49378 0 8680820738548039680 0 0 0
49370 3 16236.941 15402.476 3102.780 1.000 49371 0 8680820738548039680 0 0 0
49371 3 16237.425 15404.030 3101.701 1.000 49372 0 8680820738548039680 0 0 0
49372 3 16237.771 15404.361 3101.282 1.000 49373 0 8680820738548039680 0 0 0
49373 3 16238.384 15404.329 3101.234 1.000 49374 0 8680820738548039680 0 0 0
49374 3 16238.933 15404.906 3101.454 1.000 49375 0 8680820738548039680 0 0 0
49378 3 16243.450 15407.318 3098.878 1.000 49379 0 8680820738548039680 0 0 0
49379 3 16244.343 15407.082 3098.029 1.000 49380 0 8680820738548039680 0 0 0
49357 3 16238.760 15388.718 3104.937 1.000 49358 0 8680820738548039680 0 0 0
49355 3 16240.689 15387.822 3104.781 1.000 49356 0 8680820738548039680 0 0 0
49356 3 16240.271 15388.252 3104.882 1.000 49357 0 8680820738548039680 0 0 0
49353 3 16240.784 15384.047 3105.966 1.000 49354 0 8680820738548039680 0 0 0
49354 3 16241.118 15386.160 3105.047 1.000 49355 0 8680820738548039680 0 0 0
49358 3 16239.812 15390.199 3105.041 1.000 49359 0 8680820738548039680 0 0 0
49363 3 16237.378 15394.644 3103.547 1.000 49364 0 8680820738548039680 0 0 0
49364 3 16237.294 15395.100 3103.925 1.000 49365 0 8680820738548039680 0 0 0
49366 3 16238.217 15396.638 3103.550 1.000 49367 0 8680820738548039680 0 0 0
49367 3 16237.696 15397.892 3103.006 1.000 49368 0 8680820738548039680 0 0 0
49365 3 16237.531 15395.608 3104.038 1.000 49366 0 8680820738548039680 0 0 0
49360 3 16239.453 15393.147 3103.301 1.000 49361 0 8680820738548039680 0 0 0
49359 3 16239.970 15391.070 3104.595 1.000 49360 0 8680820738548039680 0 0 0
49369 3 16236.795 15399.265 3103.202 1.000 49370 0 8680820738548039680 0 0 0
49368 3 16237.170 15398.334 3103.042 1.000 49369 0 8680820738548039680 0 0 0
49341 3 16235.464 15361.783 3110.983 1.000 49342 0 8680820738548039680 0 0 0
49342 3 16237.089 15364.321 3110.597 1.000 49343 0 8680820738548039680 0 0 0
49343 3 16239.894 15367.627 3109.069 1.000 49344 0 8680820738548039680 0 0 0
49344 3 16240.939 15370.701 3108.614 1.000 49345 0 8680820738548039680 0 0 0
53456 3 16174.854 15481.983 3082.271 1.000 53457 0 8680820738548039680 0 0 0
53455 3 16173.607 15485.396 3082.424 1.000 53456 0 8680820738548039680 0 0 0
53454 3 16173.566 15487.682 3082.912 1.000 53455 0 8680820738548039680 0 0 0
53453 3 16173.435 15489.054 3082.876 1.000 53454 0 8680820738548039680 0 0 0
53457 3 16175.459 15480.698 3081.877 1.000 53458 0 8680820738548039680 0 0 0
53459 3 16176.901 15478.628 3082.627 1.000 53460 0 8680820738548039680 0 0 0
53458 3 16176.554 15479.797 3082.251 1.000 53459 0 8680820738548039680 0 0 0
53460 3 16177.039 15477.813 3083.367 1.000 53461 0 8680820738548039680 0 0 0
53461 3 16178.060 15477.387 3083.370 1.000 53462 0 8680820738548039680 0 0 0
53462 3 16178.461 15475.460 3084.604 1.000 53463 0 8680820738548039680 0 0 0
53463 3 16179.012 15474.452 3085.183 1.000 53464 0 8680820738548039680 0 0 0
53464 3 16179.930 15474.110 3086.102 1.000 53465 0 8680820738548039680 0 0 0
53465 3 16180.605 15474.225 3086.530 1.000 53466 0 8680820738548039680 0 0 0
53466 3 16183.125 15475.146 3087.610 1.000 53467 0 8680820738548039680 0 0 0
53467 3 16184.431 15475.984 3087.976 1.000 53468 0 8680820738548039680 0 0 0
53450 3 16171.158 15496.396 3079.065 1.000 53451 0 8680820738548039680 0 0 0
53451 3 16171.979 15494.972 3080.101 1.000 53452 0 8680820738548039680 0 0 0
53452 3 16172.601 15492.668 3081.388 1.000 53453 0 8680820738548039680 0 0 0
53468 3 16184.713 15476.510 3088.024 1.000 53469 0 8680820738548039680 0 0 0
53470 3 16184.984 15481.713 3088.887 1.000 53471 0 8680820738548039680 0 0 0
53469 3 16185.358 15478.600 3089.127 1.000 53470 0 8680820738548039680 0 0 0
53471 3 16184.510 15484.090 3090.210 1.000 53472 0 8680820738548039680 0 0 0
53472 3 16184.795 15485.774 3090.686 1.000 53473 0 8680820738548039680 0 0 0
53474 3 16184.346 15488.153 3090.979 1.000 53475 0 8680820738548039680 0 0 0
53473 3 16184.305 15486.850 3091.158 1.000 53474 0 8680820738548039680 0 0 0
53475 3 16184.607 15490.622 3091.867 1.000 53476 0 8680820738548039680 0 0 0
53476 3 16185.054 15491.698 3091.907 1.000 53477 0 8680820738548039680 0 0 0
53477 3 16186.405 15492.492 3092.201 1.000 53478 0 8680820738548039680 0 0 0
53478 3 16189.888 15493.888 3093.588 1.000 53479 0 8680820738548039680 0 0 0
53479 3 16193.839 15494.483 3094.602 1.000 53480 0 8680820738548039680 0 0 0
53480 3 16197.322 15495.879 3095.989 1.000 53481 0 8680820738548039680 0 0 0
53481 3 16198.610 15496.205 3096.911 1.000 53482 0 8680820738548039680 0 0 0
53482 3 16198.856 15495.956 3097.458 1.000 53483 0 8680820738548039680 0 0 0
53502 3 16180.750 15503.363 3107.835 1.000 53503 0 8680820738548039680 0 0 0
53483 3 16198.765 15495.635 3098.272 1.000 53484 0 8680820738548039680 0 0 0
53484 3 16197.255 15498.500 3099.641 1.000 53485 0 8680820738548039680 0 0 0
