#name undefined
#comment terafly_annotations
#n type x y z radius parent seg_id level mode timestamp TFresindex
48620 2 16587.334 15727.667 2939.000 1.000 48621 0 8680820738548039680 0 0 0
48619 2 16589.666 15730.333 2939.000 1.000 48620 0 8680820738548039680 0 0 0
48750 2 16552.666 15735.333 2940.299 1.000 48751 0 8680820738548039680 0 0 0
48749 2 16547.334 15732.667 2942.299 1.000 48750 0 8680820738548039680 0 0 0
48751 2 16560.666 15739.333 2940.299 1.000 48752 0 8680820738548039680 0 0 0
48715 2 16569.334 15740.667 2940.299 1.000 48716 0 8680820738548039680 1 605756160 0
48752 2 16569.334 15740.667 2940.299 1.000 -1 0 8680820738548039680 0 0 0
48716 2 16571.334 15742.667 2940.000 1.000 48717 0 8680820738548039680 1 605756160 0
48717 2 16574.568 15744.321 2940.033 1.000 48718 0 8680820738548039680 1 605756160 0
48718 2 16575.111 15744.889 2940.299 1.000 -1 0 8680820738548039680 1 605756160 0
48728 2 16575.111 15744.889 2940.299 1.000 -1 0 8680820738548039680 0 0 0
48727 2 16577.777 15750.223 2940.299 1.000 48728 0 8680820738548039680 0 0 0
48726 2 16578.000 15753.333 2940.965 1.000 48727 0 8680820738548039680 0 0 0
48724 2 16574.666 15758.667 2942.299 1.000 48725 0 8680820738548039680 0 0 0
48725 2 16577.334 15755.556 2942.077 1.000 48726 0 8680820738548039680 0 0 0
48618 2 16590.666 15732.333 2939.000 1.000 48619 0 8680820738548039680 0 0 0
48617 2 16591.000 15734.000 2939.000 1.000 48618 0 8680820738548039680 0 0 0
48723 2 16574.000 15762.000 2942.299 1.000 48724 0 8680820738548039680 0 0 0
48722 2 16574.223 15765.777 2942.299 1.000 48723 0 8680820738548039680 0 0 0
48721 2 16575.555 15768.444 2942.299 1.000 48722 0 8680820738548039680 0 0 0
48720 2 16581.334 15774.667 2942.299 1.000 48721 0 8680820738548039680 0 0 0
48799 2 16579.777 15781.333 2942.299 1.000 48800 0 8680820738548039680 0 0 0
48719 2 16582.000 15780.000 2942.299 1.000 48720 0 8680820738548039680 0 0 0
48800 2 16582.000 15780.000 2942.299 1.000 -1 0 8680820738548039680 0 0 0
48693 2 16568.887 15611.801 2963.998 1.000 48694 0 8680820738548039680 0 0 0
48632 2 16560.223 15615.223 2963.000 1.000 48633 0 8680820738548039680 0 0 0
48633 2 16561.334 15614.333 2963.000 1.000 48634 0 8680820738548039680 0 0 0
48694 2 16566.285 15613.042 2963.291 1.000 48695 0 8680820738548039680 0 0 0
48691 2 16573.561 15608.772 2963.112 1.000 48692 0 8680820738548039680 0 0 0
48692 2 16570.502 15610.548 2963.894 1.000 48693 0 8680820738548039680 0 0 0
48690 2 16578.012 15607.188 2963.011 1.000 48691 0 8680820738548039680 0 0 0
48713 2 16585.441 15607.484 2963.339 1.000 48714 0 8680820738548039680 0 0 0
48712 2 16586.498 15607.197 2964.086 1.000 48713 0 8680820738548039680 0 0 0
48711 2 16589.148 15605.867 2965.672 1.000 48712 0 8680820738548039680 0 0 0
48710 2 16593.230 15602.419 2967.104 1.000 48711 0 8680820738548039680 0 0 0
48709 2 16596.125 15600.882 2967.921 1.000 48710 0 8680820738548039680 0 0 0
48708 2 16597.893 15600.243 2967.947 1.000 48709 0 8680820738548039680 0 0 0
48762 2 16597.893 15600.243 2967.947 1.000 -1 0 8680820738548039680 0 0 0
48761 2 16598.904 15600.911 2967.372 1.000 48762 0 8680820738548039680 0 0 0
48760 2 16603.080 15603.944 2966.170 1.000 48761 0 8680820738548039680 0 0 0
48759 2 16605.656 15605.327 2965.402 1.000 48760 0 8680820738548039680 0 0 0
48757 2 16607.232 15605.788 2965.028 1.000 -1 0 8680820738548039680 0 0 0
48758 2 16607.232 15605.788 2965.028 1.000 48759 0 8680820738548039680 0 0 0
48756 2 16607.000 15606.111 2967.889 1.000 48757 0 8680820738548039680 0 0 0
48755 2 16607.000 15606.444 2968.556 1.000 48756 0 8680820738548039680 0 0 0
48754 2 16607.000 15608.000 2969.000 1.000 48755 0 8680820738548039680 0 0 0
48735 2 16607.000 15613.000 2969.000 1.000 -1 0 8680820738548039680 0 0 0
48753 2 16607.000 15613.000 2969.000 1.000 48754 0 8680820738548039680 0 0 0
48734 2 16607.000 15618.000 2969.000 1.000 48735 0 8680820738548039680 0 0 0
48732 2 16608.223 15620.667 2968.889 1.000 48733 0 8680820738548039680 0 0 0
48733 2 16607.334 15619.667 2969.000 1.000 48734 0 8680820738548039680 0 0 0
48731 2 16609.334 15621.777 2968.111 1.000 48732 0 8680820738548039680 0 0 0
48730 2 16609.889 15622.667 2968.333 1.000 48731 0 8680820738548039680 0 0 0
48810 2 16610.666 15623.444 2968.111 1.000 48811 0 8680820738548039680 0 0 0
48811 2 16610.334 15623.111 2968.333 1.000 48812 0 8680820738548039680 0 0 0
48729 2 16610.000 15623.000 2969.000 1.000 48730 0 8680820738548039680 0 0 0
48812 2 16610.000 15623.000 2969.000 1.000 -1 0 8680820738548039680 0 0 0
48129 2 16649.111 15624.000 2968.000 1.000 48130 0 8680820738548039680 0 0 0
48128 2 16652.334 15621.333 2968.000 1.000 48129 0 8680820738548039680 0 0 0
50173 2 16669.926 15611.667 2967.630 1.000 50174 0 8680820738548039680 0 0 0
50171 2 16665.334 15611.346 2968.111 1.000 50172 0 8680820738548039680 0 0 0
50172 2 16667.000 15611.000 2968.000 1.000 50173 0 8680820738548039680 0 0 0
48124 2 16662.445 15613.444 2968.000 1.000 48125 0 8680820738548039680 0 0 0
48125 2 16660.777 15615.777 2968.000 1.000 48126 0 8680820738548039680 0 0 0
48123 2 16663.555 15612.667 2968.111 1.000 48124 0 8680820738548039680 0 0 0
48126 2 16656.777 15619.777 2968.000 1.000 48127 0 8680820738548039680 0 0 0
48127 2 16655.666 15620.667 2968.000 1.000 48128 0 8680820738548039680 0 0 0
48122 2 16664.000 15612.111 2969.000 1.000 48123 0 8680820738548039680 0 0 0
50170 2 16664.000 15612.111 2969.000 1.000 50171 0 8680820738548039680 0 0 0
48121 2 16664.000 15612.000 2970.000 1.000 48122 0 8680820738548039680 0 0 0
48809 2 16612.223 15625.777 2968.000 1.000 48810 0 8680820738548039680 0 0 0
48808 2 16613.334 15626.667 2968.000 1.000 48809 0 8680820738548039680 0 0 0
48807 2 16616.334 15627.667 2968.000 1.000 48808 0 8680820738548039680 0 0 0
48806 2 16617.666 15628.000 2968.333 1.000 48807 0 8680820738548039680 0 0 0
48805 2 16620.000 15628.000 2969.000 1.000 48806 0 8680820738548039680 0 0 0
48804 2 16632.000 15628.000 2969.000 1.000 48805 0 8680820738548039680 0 0 0
48803 2 16635.111 15628.000 2968.111 1.000 48804 0 8680820738548039680 0 0 0
48802 2 16644.111 15625.111 2968.000 1.000 48803 0 8680820738548039680 0 0 0
48130 2 16647.000 15625.000 2968.000 1.000 -1 0 8680820738548039680 0 0 0
48801 2 16647.000 15625.000 2968.000 1.000 48802 0 8680820738548039680 0 0 0
48131 3 16527.000 15404.000 3025.000 1.000 48132 0 8680820738548039680 0 0 0
48134 3 16528.111 15391.000 3030.889 1.000 48135 0 8680820738548039680 0 0 0
48132 3 16527.000 15401.333 3026.333 1.000 48133 0 8680820738548039680 0 0 0
48133 3 16527.889 15399.556 3027.667 1.000 48134 0 8680820738548039680 0 0 0
48138 3 16529.889 15382.000 3032.889 1.000 48139 0 8680820738548039680 0 0 0
48140 3 16529.111 15378.000 3033.889 1.000 48141 0 8680820738548039680 0 0 0
48139 3 16529.111 15380.000 3033.111 1.000 48140 0 8680820738548039680 0 0 0
48143 3 16533.111 15374.556 3035.667 1.000 -1 0 8680820738548039680 0 0 0
48290 3 16533.334 15374.889 3035.333 1.000 48291 0 8680820738548039680 0 0 0
48291 3 16533.111 15374.556 3035.667 1.000 48292 0 8680820738548039680 0 0 0
48141 3 16529.445 15377.444 3034.000 1.000 48142 0 8680820738548039680 0 0 0
48142 3 16532.555 15375.667 3035.111 1.000 48143 0 8680820738548039680 0 0 0
48289 3 16534.000 15375.000 3035.000 1.000 48290 0 8680820738548039680 0 0 0
48295 3 16535.334 15368.223 3038.889 1.000 48296 0 8680820738548039680 0 0 0
48292 3 16533.111 15372.777 3036.667 1.000 48293 0 8680820738548039680 0 0 0
48293 3 16533.334 15372.223 3036.889 1.000 48294 0 8680820738548039680 0 0 0
48294 3 16534.666 15371.000 3037.333 1.000 48295 0 8680820738548039680 0 0 0
48135 3 16528.889 15389.000 3031.111 1.000 48136 0 8680820738548039680 0 0 0
48136 3 16529.334 15387.223 3031.889 1.000 48137 0 8680820738548039680 0 0 0
48137 3 16530.777 15384.000 3032.000 1.000 48138 0 8680820738548039680 0 0 0
50785 3 16408.174 15363.835 3056.599 1.000 50786 0 8680820738548039680 0 0 0
50782 3 16402.848 15366.994 3056.482 1.000 50783 0 8680820738548039680 0 0 0
50781 3 16402.115 15367.762 3056.863 1.000 50782 0 8680820738548039680 0 0 0
50783 3 16405.088 15366.346 3056.125 1.000 50784 0 8680820738548039680 0 0 0
50780 3 16401.053 15369.199 3056.911 1.000 50781 0 8680820738548039680 0 0 0
50784 3 16406.674 15365.139 3055.991 1.000 50785 0 8680820738548039680 0 0 0
50787 3 16411.045 15362.773 3056.191 1.000 50788 0 8680820738548039680 0 0 0
50788 3 16411.563 15362.084 3056.302 1.000 50789 0 8680820738548039680 0 0 0
50786 3 16410.379 15363.250 3056.289 1.000 50787 0 8680820738548039680 0 0 0
50789 3 16411.625 15360.108 3057.586 1.000 50790 0 8680820738548039680 0 0 0
50790 3 16412.094 15359.606 3057.875 1.000 50791 0 8680820738548039680 0 0 0
50794 3 16417.590 15359.540 3056.832 1.000 50795 0 8680820738548039680 0 0 0
50793 3 16416.092 15359.807 3057.065 1.000 50794 0 8680820738548039680 0 0 0
50792 3 16415.242 15360.554 3057.527 1.000 50793 0 8680820738548039680 0 0 0
50791 3 16413.504 15359.230 3058.008 1.000 50792 0 8680820738548039680 0 0 0
50796 3 16419.338 15357.271 3057.795 1.000 50797 0 8680820738548039680 0 0 0
50795 3 16419.148 15358.560 3057.294 1.000 50796 0 8680820738548039680 0 0 0
48866 3 16417.334 15393.333 3054.000 1.000 48867 0 8680820738548039680 0 0 0
48868 3 16403.666 15401.667 3054.000 1.000 48869 0 8680820738548039680 0 0 0
48869 3 16401.223 15402.333 3054.889 1.000 48870 0 8680820738548039680 0 0 0
48867 3 16407.334 15398.333 3054.000 1.000 48868 0 8680820738548039680 0 0 0
48865 3 16423.889 15391.889 3054.000 1.000 48866 0 8680820738548039680 0 0 0
48863 3 16429.334 15389.333 3054.000 1.000 48864 0 8680820738548039680 0 0 0
48864 3 16427.666 15390.667 3054.000 1.000 48865 0 8680820738548039680 0 0 0
48862 3 16431.666 15388.667 3054.000 1.000 48863 0 8680820738548039680 0 0 0
48861 3 16432.777 15388.111 3053.667 1.000 48862 0 8680820738548039680 0 0 0
48859 3 16439.000 15387.000 3053.000 1.000 48860 0 8680820738548039680 0 0 0
48860 3 16435.000 15388.000 3053.000 1.000 48861 0 8680820738548039680 0 0 0
48858 3 16443.000 15387.000 3054.000 1.000 48859 0 8680820738548039680 0 0 0
48857 3 16452.000 15387.000 3054.000 1.000 48858 0 8680820738548039680 0 0 0
48856 3 16455.111 15387.000 3053.111 1.000 48857 0 8680820738548039680 0 0 0
48855 3 16459.889 15386.889 3053.000 1.000 48856 0 8680820738548039680 0 0 0
48854 3 16462.000 15386.111 3052.889 1.000 48855 0 8680820738548039680 0 0 0
48853 3 16464.666 15385.667 3052.000 1.000 48854 0 8680820738548039680 0 0 0
48852 3 16466.334 15384.333 3052.000 1.000 48853 0 8680820738548039680 0 0 0
48164 3 16429.461 15404.760 3067.940 2.000 -1 0 8680820738548039680 0 0 0
48203 3 16429.461 15404.760 3067.940 1.000 -1 0 8680820738548039680 0 0 0
48202 3 16430.719 15404.640 3067.993 1.000 48203 0 8680820738548039680 0 0 0
48201 3 16433.334 15402.333 3068.000 1.000 48202 0 8680820738548039680 0 0 0
48200 3 16435.334 15401.333 3068.000 1.000 48201 0 8680820738548039680 0 0 0
48199 3 16437.000 15401.000 3068.000 1.000 48200 0 8680820738548039680 0 0 0
48198 3 16441.889 15400.889 3068.000 1.000 48199 0 8680820738548039680 0 0 0
48197 3 16442.666 15400.667 3068.000 1.000 48198 0 8680820738548039680 0 0 0
48196 3 16444.334 15399.333 3068.000 1.000 48197 0 8680820738548039680 0 0 0
48195 3 16447.111 15398.111 3068.000 1.000 48196 0 8680820738548039680 0 0 0
48193 3 16456.555 15397.889 3068.333 1.000 48194 0 8680820738548039680 0 0 0
48191 3 16460.223 15394.223 3069.000 1.000 48192 0 8680820738548039680 0 0 0
48192 3 16458.000 15397.000 3069.000 1.000 48193 0 8680820738548039680 0 0 0
48190 3 16462.334 15392.333 3069.000 1.000 48191 0 8680820738548039680 0 0 0
48189 3 16464.555 15391.889 3069.333 1.000 48190 0 8680820738548039680 0 0 0
48194 3 16455.000 15398.000 3068.000 1.000 48195 0 8680820738548039680 0 0 0
48188 3 16466.000 15391.000 3070.000 1.000 48189 0 8680820738548039680 0 0 0
48155 3 16482.666 15375.000 3049.667 1.000 48156 0 8680820738548039680 0 0 0
48153 3 16485.334 15372.444 3048.889 1.000 48154 0 8680820738548039680 0 0 0
48154 3 16483.777 15374.667 3049.111 1.000 48155 0 8680820738548039680 0 0 0
48148 3 16494.445 15366.444 3047.000 1.000 48149 0 8680820738548039680 0 0 0
48150 3 16491.889 15368.889 3047.000 1.000 48151 0 8680820738548039680 0 0 0
48149 3 16493.223 15368.223 3047.000 1.000 48150 0 8680820738548039680 0 0 0
48151 3 16488.334 15369.333 3048.000 1.000 48152 0 8680820738548039680 0 0 0
48146 3 16496.889 15365.889 3047.000 1.000 48147 0 8680820738548039680 0 0 0
48147 3 16495.111 15366.111 3047.000 1.000 48148 0 8680820738548039680 0 0 0
48145 3 16499.111 15365.111 3047.000 1.000 48146 0 8680820738548039680 0 0 0
48182 3 16499.111 15365.111 3047.000 1.000 -1 0 8680820738548039680 0 0 0
48181 3 16500.037 15365.704 3046.889 1.000 48182 0 8680820738548039680 0 0 0
48180 3 16501.334 15366.000 3046.333 1.000 48181 0 8680820738548039680 0 0 0
48144 3 16501.000 15365.000 3047.000 1.000 48145 0 8680820738548039680 0 0 0
48152 3 16486.334 15371.223 3048.111 1.000 48153 0 8680820738548039680 0 0 0
48158 3 16477.445 15376.444 3051.000 1.000 48159 0 8680820738548039680 0 0 0
48849 3 16472.889 15381.889 3051.000 1.000 48850 0 8680820738548039680 0 0 0
48848 3 16473.555 15381.667 3051.000 1.000 48849 0 8680820738548039680 0 0 0
48850 3 16471.334 15382.000 3051.333 1.000 48851 0 8680820738548039680 0 0 0
48851 3 16469.666 15382.667 3052.000 1.000 48852 0 8680820738548039680 0 0 0
48160 3 16475.000 15380.889 3051.000 1.000 48161 0 8680820738548039680 0 0 0
48161 3 16474.000 15381.000 3051.000 1.000 -1 0 8680820738548039680 0 0 0
48847 3 16474.000 15381.000 3051.000 1.000 48848 0 8680820738548039680 0 0 0
48159 3 16476.000 15380.000 3051.000 1.000 48160 0 8680820738548039680 0 0 0
48157 3 16479.777 15375.667 3050.111 1.000 48158 0 8680820738548039680 0 0 0
48156 3 16481.111 15375.111 3050.000 1.000 48157 0 8680820738548039680 0 0 0
48179 3 16505.889 15366.000 3045.889 1.000 48180 0 8680820738548039680 0 0 0
48177 3 16509.889 15365.889 3045.000 1.000 48178 0 8680820738548039680 0 0 0
48176 3 16510.555 15365.556 3045.000 1.000 48177 0 8680820738548039680 0 0 0
48178 3 16508.111 15366.000 3045.111 1.000 48179 0 8680820738548039680 0 0 0
48174 3 16514.334 15362.333 3045.000 1.000 48175 0 8680820738548039680 0 0 0
48175 3 16512.334 15363.333 3045.000 1.000 48176 0 8680820738548039680 0 0 0
48173 3 16518.111 15361.111 3045.000 1.000 48174 0 8680820738548039680 0 0 0
48171 3 16524.000 15360.111 3044.889 1.000 48172 0 8680820738548039680 0 0 0
48170 3 16527.000 15360.000 3044.000 1.000 48171 0 8680820738548039680 0 0 0
48169 3 16530.111 15359.111 3044.000 1.000 48170 0 8680820738548039680 0 0 0
48172 3 16521.889 15360.889 3045.000 1.000 48173 0 8680820738548039680 0 0 0
48183 3 16476.939 15385.120 3069.280 1.000 48184 0 8680820738548039680 0 0 0
48208 3 16476.939 15385.120 3069.280 2.000 -1 0 8680820738548039680 0 0 0
48207 3 16487.561 15380.800 3070.420 2.000 48208 0 8680820738548039680 0 0 0
48186 3 16473.445 15387.333 3070.889 1.000 48187 0 8680820738548039680 0 0 0
48187 3 16471.666 15388.667 3070.000 1.000 48188 0 8680820738548039680 0 0 0
48184 3 16475.994 15386.235 3070.587 1.000 48185 0 8680820738548039680 0 0 0
48185 3 16474.889 15386.889 3071.000 1.000 48186 0 8680820738548039680 0 0 0
48206 3 16523.119 15364.080 3071.820 2.000 48207 0 8680820738548039680 0 0 0
48226 3 16401.000 15509.889 3052.889 1.000 48227 0 8680820738548039680 0 0 0
48227 3 16403.111 15510.889 3052.000 1.000 48228 0 8680820738548039680 0 0 0
48228 3 16407.000 15511.000 3052.000 1.000 48229 0 8680820738548039680 0 0 0
48229 3 16410.111 15510.111 3052.000 1.000 48230 0 8680820738548039680 0 0 0
48230 3 16414.000 15510.000 3052.000 1.000 48231 0 8680820738548039680 0 0 0
48231 3 16415.666 15510.333 3052.000 1.000 48232 0 8680820738548039680 0 0 0
48232 3 16418.334 15511.667 3052.000 1.000 48233 0 8680820738548039680 0 0 0
48234 3 16422.666 15511.667 3052.000 1.000 48235 0 8680820738548039680 0 0 0
48233 3 16421.000 15512.000 3052.000 1.000 48234 0 8680820738548039680 0 0 0
48235 3 16431.111 15508.111 3052.000 1.000 48236 0 8680820738548039680 0 0 0
48236 3 16432.555 15507.889 3052.333 1.000 48237 0 8680820738548039680 0 0 0
48239 3 16433.953 15508.182 3052.671 1.000 -1 0 8680820738548039680 0 0 0
48252 3 16433.953 15508.182 3052.671 1.000 -1 0 8680820738548039680 0 0 0
48238 3 16434.873 15507.394 3052.890 1.000 48239 0 8680820738548039680 0 0 0
48237 3 16434.111 15507.111 3053.000 1.000 48238 0 8680820738548039680 0 0 0
48250 3 16439.926 15504.054 3053.998 1.000 48251 0 8680820738548039680 0 0 0
48248 3 16442.082 15501.963 3053.651 1.000 48249 0 8680820738548039680 0 0 0
48249 3 16440.824 15502.364 3053.898 1.000 48250 0 8680820738548039680 0 0 0
48247 3 16443.365 15502.311 3053.169 1.000 48248 0 8680820738548039680 0 0 0
48243 3 16446.836 15500.501 3053.881 1.000 48244 0 8680820738548039680 0 0 0
48244 3 16446.383 15501.022 3053.989 1.000 48245 0 8680820738548039680 0 0 0
48242 3 16448.656 15500.249 3053.630 1.000 48243 0 8680820738548039680 0 0 0
48245 3 16445.570 15502.734 3053.608 1.000 48246 0 8680820738548039680 0 0 0
48246 3 16444.652 15503.793 3053.118 1.000 48247 0 8680820738548039680 0 0 0
48241 3 16449.783 15498.173 3054.090 1.000 48242 0 8680820738548039680 0 0 0
48251 3 16437.688 15505.010 3053.396 1.000 48252 0 8680820738548039680 0 0 0
48240 3 16454.189 15494.592 3054.688 1.000 48241 0 8680820738548039680 0 0 0
48266 3 16454.189 15494.592 3054.688 1.000 -1 0 8680820738548039680 0 0 0
48265 3 16455.879 15494.336 3054.950 1.000 48266 0 8680820738548039680 0 0 0
48264 3 16458.164 15494.548 3055.008 1.000 48265 0 8680820738548039680 0 0 0
48263 3 16466.029 15496.625 3055.004 1.000 48264 0 8680820738548039680 0 0 0
48262 3 16468.107 15496.783 3055.005 1.000 48263 0 8680820738548039680 0 0 0
48261 3 16472.742 15496.152 3056.004 1.000 48262 0 8680820738548039680 0 0 0
48260 3 16475.635 15495.671 3056.040 1.000 48261 0 8680820738548039680 0 0 0
48258 3 16480.971 15495.463 3056.152 1.000 48259 0 8680820738548039680 0 0 0
48259 3 16480.178 15495.638 3056.033 1.000 48260 0 8680820738548039680 0 0 0
48257 3 16481.875 15494.214 3057.012 1.000 48258 0 8680820738548039680 0 0 0
48255 3 16482.996 15494.225 3057.098 1.000 48256 0 8680820738548039680 0 0 0
48256 3 16482.420 15494.061 3057.121 1.000 48257 0 8680820738548039680 0 0 0
48254 3 16484.475 15495.775 3057.006 1.000 48255 0 8680820738548039680 0 0 0
48268 3 16490.314 15494.454 3056.997 1.000 48269 0 8680820738548039680 0 0 0
48253 3 16488.830 15496.084 3056.974 1.000 48254 0 8680820738548039680 0 0 0
48267 3 16488.830 15496.084 3056.974 1.000 48268 0 8680820738548039680 0 0 0
48269 3 16491.111 15494.111 3057.000 1.000 48270 0 8680820738548039680 0 0 0
48270 3 16493.889 15494.111 3057.000 1.000 48271 0 8680820738548039680 0 0 0
48271 3 16496.889 15495.000 3057.111 1.000 48272 0 8680820738548039680 0 0 0
48272 3 16500.000 15495.000 3058.000 1.000 48273 0 8680820738548039680 0 0 0
48274 3 16507.889 15493.889 3058.000 1.000 48275 0 8680820738548039680 0 0 0
48273 3 16504.000 15495.000 3058.000 1.000 48274 0 8680820738548039680 0 0 0
48275 3 16510.000 15492.889 3058.889 1.000 48276 0 8680820738548039680 0 0 0
48276 3 16513.000 15492.000 3059.000 1.000 48277 0 8680820738548039680 0 0 0
48277 3 16516.889 15492.000 3058.889 1.000 48278 0 8680820738548039680 0 0 0
48278 3 16519.111 15492.000 3058.111 1.000 48279 0 8680820738548039680 0 0 0
48279 3 16523.000 15493.000 3058.000 1.000 48280 0 8680820738548039680 0 0 0
48281 3 16533.334 15493.000 3057.333 1.000 48282 0 8680820738548039680 0 0 0
48282 3 16534.666 15492.667 3057.000 1.000 48283 0 8680820738548039680 0 0 0
48280 3 16531.000 15493.000 3058.000 1.000 48281 0 8680820738548039680 0 0 0
48296 3 16538.334 15365.333 3039.000 1.000 48297 0 8680820738548039680 0 0 0
48297 3 16541.889 15364.889 3039.000 1.000 48298 0 8680820738548039680 0 0 0
48298 3 16542.555 15364.556 3039.000 1.000 48299 0 8680820738548039680 0 0 0
48299 3 16542.889 15364.000 3039.111 1.000 48300 0 8680820738548039680 0 0 0
48300 3 16543.000 15360.333 3041.333 1.000 48301 0 8680820738548039680 0 0 0
48302 3 16541.666 15359.000 3042.667 1.000 48303 0 8680820738548039680 0 0 0
48301 3 16542.666 15359.333 3042.000 1.000 48302 0 8680820738548039680 0 0 0
48168 3 16536.889 15359.000 3043.889 1.000 48169 0 8680820738548039680 0 0 0
48166 3 16539.555 15358.667 3043.000 1.000 48167 0 8680820738548039680 0 0 0
48167 3 16539.000 15358.889 3043.111 1.000 48168 0 8680820738548039680 0 0 0
48303 3 16539.000 15358.889 3043.111 1.000 -1 0 8680820738548039680 0 0 0
48165 3 16540.000 15358.000 3043.000 1.000 48166 0 8680820738548039680 0 0 0
48341 3 16604.889 15463.889 3057.000 1.000 48342 0 8680820738548039680 0 0 0
48340 3 16607.111 15463.111 3057.000 1.000 48341 0 8680820738548039680 0 0 0
48339 3 16609.889 15462.889 3057.000 1.000 48340 0 8680820738548039680 0 0 0
48337 3 16615.889 15462.000 3056.889 1.000 48338 0 8680820738548039680 0 0 0
48338 3 16613.000 15462.000 3057.000 1.000 48339 0 8680820738548039680 0 0 0
48336 3 16619.000 15462.000 3056.000 1.000 48337 0 8680820738548039680 0 0 0
48334 3 16627.666 15461.667 3056.000 1.000 48335 0 8680820738548039680 0 0 0
48335 3 16626.000 15462.000 3056.000 1.000 48336 0 8680820738548039680 0 0 0
48332 3 16632.334 15458.333 3055.000 1.000 48333 0 8680820738548039680 0 0 0
48331 3 16635.666 15456.667 3055.000 1.000 48332 0 8680820738548039680 0 0 0
48333 3 16630.223 15459.333 3055.889 1.000 48334 0 8680820738548039680 0 0 0
48316 3 16666.223 15437.333 3050.889 1.000 48317 0 8680820738548039680 0 0 0
48315 3 16668.000 15436.889 3050.111 1.000 48316 0 8680820738548039680 0 0 0
48327 3 16645.000 15451.000 3054.000 1.000 48328 0 8680820738548039680 0 0 0
48325 3 16650.223 15448.333 3053.889 1.000 48326 0 8680820738548039680 0 0 0
48326 3 16648.666 15449.667 3054.000 1.000 48327 0 8680820738548039680 0 0 0
48324 3 16652.000 15447.889 3053.111 1.000 48325 0 8680820738548039680 0 0 0
48323 3 16654.111 15447.111 3053.000 1.000 48324 0 8680820738548039680 0 0 0
48329 3 16641.334 15453.333 3054.000 1.000 48330 0 8680820738548039680 0 0 0
48328 3 16643.555 15452.556 3054.000 1.000 48329 0 8680820738548039680 0 0 0
48330 3 16638.666 15454.667 3055.000 1.000 48331 0 8680820738548039680 0 0 0
48318 3 16662.334 15440.223 3051.111 1.000 48319 0 8680820738548039680 0 0 0
48317 3 16663.223 15439.223 3051.000 1.000 48318 0 8680820738548039680 0 0 0
48319 3 16660.777 15441.777 3052.000 1.000 48320 0 8680820738548039680 0 0 0
48321 3 16656.889 15446.556 3052.333 1.000 48322 0 8680820738548039680 0 0 0
48322 3 16656.555 15446.889 3052.667 1.000 48323 0 8680820738548039680 0 0 0
48320 3 16657.334 15445.333 3052.000 1.000 48321 0 8680820738548039680 0 0 0
48284 3 16540.334 15490.333 3057.000 1.000 48285 0 8680820738548039680 0 0 0
48285 3 16542.777 15489.667 3056.111 1.000 48286 0 8680820738548039680 0 0 0
48287 3 16550.482 15484.259 3056.000 1.000 48288 0 8680820738548039680 0 0 0
48286 3 16545.666 15488.667 3056.000 1.000 48287 0 8680820738548039680 0 0 0
48358 3 16560.334 15476.333 3057.000 1.000 48359 0 8680820738548039680 0 0 0
48357 3 16563.889 15476.000 3056.889 1.000 48358 0 8680820738548039680 0 0 0
48356 3 16565.445 15475.333 3056.111 1.000 48357 0 8680820738548039680 0 0 0
48355 3 16567.666 15474.667 3056.000 1.000 48356 0 8680820738548039680 0 0 0
48354 3 16569.666 15473.667 3056.000 1.000 48355 0 8680820738548039680 0 0 0
48359 3 16557.777 15478.667 3056.889 1.000 48360 0 8680820738548039680 0 0 0
48360 3 16556.666 15479.777 3056.111 1.000 48361 0 8680820738548039680 0 0 0
48361 3 16556.000 15481.000 3056.000 1.000 48362 0 8680820738548039680 0 0 0
48288 3 16553.334 15483.333 3056.000 1.000 -1 0 8680820738548039680 0 0 0
48362 3 16553.334 15483.333 3056.000 1.000 48363 0 8680820738548039680 0 0 0
48363 3 16553.000 15487.000 3056.000 1.000 -1 0 8680820738548039680 0 0 0
48283 3 16537.666 15491.667 3057.000 1.000 48284 0 8680820738548039680 0 0 0
48353 3 16574.334 15470.333 3056.000 1.000 48354 0 8680820738548039680 0 0 0
48352 3 16577.000 15470.000 3056.000 1.000 48353 0 8680820738548039680 0 0 0
48349 3 16586.889 15470.889 3057.000 1.000 48350 0 8680820738548039680 0 0 0
48351 3 16580.889 15471.000 3056.111 1.000 48352 0 8680820738548039680 0 0 0
48350 3 16583.111 15471.000 3056.889 1.000 48351 0 8680820738548039680 0 0 0
48348 3 16590.666 15469.667 3057.000 1.000 48349 0 8680820738548039680 0 0 0
48347 3 16592.334 15468.333 3057.000 1.000 48348 0 8680820738548039680 0 0 0
48346 3 16596.889 15467.889 3057.000 1.000 48347 0 8680820738548039680 0 0 0
48345 3 16597.555 15467.556 3057.000 1.000 48346 0 8680820738548039680 0 0 0
48343 3 16600.334 15464.333 3057.000 1.000 48344 0 8680820738548039680 0 0 0
48344 3 16599.223 15465.223 3057.000 1.000 48345 0 8680820738548039680 0 0 0
48342 3 16601.111 15464.111 3057.000 1.000 48343 0 8680820738548039680 0 0 0
48387 3 16211.641 15862.140 2982.713 1.000 -1 0 8680820738548039680 0 0 0
48374 3 16227.674 15809.748 2997.905 1.000 48375 0 8680820738548039680 0 0 0
48373 3 16232.653 15808.461 2999.082 1.000 48374 0 8680820738548039680 0 0 0
